"GEO_ID","B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With cash rent","Margin of Error!!Total!!With cash rent","Estimate!!Total!!With cash rent!!Less than $100","Margin of Error!!Total!!With cash rent!!Less than $100","Estimate!!Total!!With cash rent!!$100 to $149","Margin of Error!!Total!!With cash rent!!$100 to $149","Estimate!!Total!!With cash rent!!$150 to $199","Margin of Error!!Total!!With cash rent!!$150 to $199","Estimate!!Total!!With cash rent!!$200 to $249","Margin of Error!!Total!!With cash rent!!$200 to $249","Estimate!!Total!!With cash rent!!$250 to $299","Margin of Error!!Total!!With cash rent!!$250 to $299","Estimate!!Total!!With cash rent!!$300 to $349","Margin of Error!!Total!!With cash rent!!$300 to $349","Estimate!!Total!!With cash rent!!$350 to $399","Margin of Error!!Total!!With cash rent!!$350 to $399","Estimate!!Total!!With cash rent!!$400 to $449","Margin of Error!!Total!!With cash rent!!$400 to $449","Estimate!!Total!!With cash rent!!$450 to $499","Margin of Error!!Total!!With cash rent!!$450 to $499","Estimate!!Total!!With cash rent!!$500 to $549","Margin of Error!!Total!!With cash rent!!$500 to $549","Estimate!!Total!!With cash rent!!$550 to $599","Margin of Error!!Total!!With cash rent!!$550 to $599","Estimate!!Total!!With cash rent!!$600 to $649","Margin of Error!!Total!!With cash rent!!$600 to $649","Estimate!!Total!!With cash rent!!$650 to $699","Margin of Error!!Total!!With cash rent!!$650 to $699","Estimate!!Total!!With cash rent!!$700 to $749","Margin of Error!!Total!!With cash rent!!$700 to $749","Estimate!!Total!!With cash rent!!$750 to $799","Margin of Error!!Total!!With cash rent!!$750 to $799","Estimate!!Total!!With cash rent!!$800 to $899","Margin of Error!!Total!!With cash rent!!$800 to $899","Estimate!!Total!!With cash rent!!$900 to $999","Margin of Error!!Total!!With cash rent!!$900 to $999","Estimate!!Total!!With cash rent!!$1,000 to $1,249","Margin of Error!!Total!!With cash rent!!$1,000 to $1,249","Estimate!!Total!!With cash rent!!$1,250 to $1,499","Margin of Error!!Total!!With cash rent!!$1,250 to $1,499","Estimate!!Total!!With cash rent!!$1,500 to $1,999","Margin of Error!!Total!!With cash rent!!$1,500 to $1,999","Estimate!!Total!!With cash rent!!$2,000 or more","Margin of Error!!Total!!With cash rent!!$2,000 or more","Estimate!!Total!!No cash rent","Margin of Error!!Total!!No cash rent","Geographic Area Name"
"1400000US06037102107","323","103","316","104","0","132","0","132","8","13","0","132","10","17","31","37","7","11","44","57","15","26","8","12","0","132","61","85","0","132","0","132","0","132","11","17","24","29","8","13","0","132","56","64","33","32","7","10","Census Tract 1021.07, Los Angeles County, California"
"1400000US06037103101","115","54","107","53","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","13","0","132","8","13","27","31","64","45","8","13","Census Tract 1031.01, Los Angeles County, California"
"1400000US06037103102","409","119","391","118","0","132","0","132","0","132","0","132","63","50","11","17","30","47","0","132","0","132","34","55","0","132","8","14","8","14","9","15","0","132","10","16","0","132","42","32","38","33","63","36","75","63","18","20","Census Tract 1031.02, Los Angeles County, California"
"1400000US06037103200","767","151","696","149","0","132","0","132","0","132","0","132","0","132","0","132","0","132","43","64","0","132","72","74","0","132","13","20","0","132","22","34","13","21","87","68","104","72","77","66","83","59","16","25","166","109","71","68","Census Tract 1032, Los Angeles County, California"
"1400000US06037103300","219","85","195","79","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","18","28","0","132","0","132","0","132","7","13","32","28","60","50","78","55","24","26","Census Tract 1033, Los Angeles County, California"
"1400000US06037103400","769","189","769","189","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","31","49","0","132","0","132","39","60","12","19","0","132","36","49","187","108","30","33","261","129","46","58","93","79","34","39","0","132","Census Tract 1034, Los Angeles County, California"
"1400000US06037104103","117","63","106","63","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","26","40","0","132","0","132","0","132","8","12","20","26","52","50","0","132","11","17","Census Tract 1041.03, Los Angeles County, California"
"1400000US06037104105","823","101","793","106","0","132","0","132","30","26","27","29","50","44","23","36","14","16","21","30","44","45","9","13","50","51","14","25","40","41","10","15","83","63","86","70","27","42","124","77","35","52","59","52","47","56","30","36","Census Tract 1041.05, Los Angeles County, California"
"1400000US06037104108","760","107","726","110","0","132","0","132","0","132","63","55","13","20","0","132","0","132","9","15","14","22","0","132","0","132","7","12","0","132","10","16","50","49","33","42","89","72","134","80","194","83","109","74","1","17","34","36","Census Tract 1041.08, Los Angeles County, California"
"1400000US06037104124","189","91","179","91","0","132","0","132","0","132","0","132","0","132","6","13","7","13","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","124","97","31","44","11","17","0","132","10","16","Census Tract 1041.24, Los Angeles County, California"
"1400000US06037104201","218","78","193","77","0","132","0","132","0","132","0","132","0","132","49","52","0","132","0","132","0","132","0","132","0","132","0","132","24","37","0","132","17","28","25","33","45","49","20","33","0","132","8","13","5","9","25","31","Census Tract 1042.01, Los Angeles County, California"
"1400000US06037104203","599","95","599","95","0","132","0","132","0","132","69","73","11","18","14","24","0","132","0","132","39","49","27","37","0","132","14","23","0","132","21","26","8","12","55","47","38","43","94","70","74","61","77","68","58","50","0","132","Census Tract 1042.03, Los Angeles County, California"
"1400000US06037104204","187","75","187","75","0","132","0","132","0","132","0","132","13","20","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","131","73","23","34","20","25","0","132","0","132","Census Tract 1042.04, Los Angeles County, California"
"1400000US06037104310","204","86","196","84","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","18","31","32","34","11","18","19","33","12","19","97","91","7","26","8","14","Census Tract 1043.10, Los Angeles County, California"
"1400000US06037104320","485","109","485","109","0","132","0","132","14","23","69","49","0","132","9","14","16","28","0","132","0","132","15","25","27","37","0","132","0","132","0","132","38","48","11","18","33","31","19","35","0","132","89","73","145","94","0","132","Census Tract 1043.20, Los Angeles County, California"
"1400000US06037104401","177","96","166","93","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","18","0","132","0","132","0","132","12","18","24","38","0","132","32","50","32","40","0","132","32","53","0","132","23","35","0","132","11","18","Census Tract 1044.01, Los Angeles County, California"
"1400000US06037104403","301","97","301","97","0","132","0","132","0","132","0","132","0","132","0","132","14","24","0","132","0","132","0","132","0","132","0","132","0","132","25","42","0","132","0","132","29","34","117","76","61","67","55","64","0","132","0","132","Census Tract 1044.03, Los Angeles County, California"
"1400000US06037104404","350","96","350","96","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","34","47","0","132","67","64","96","76","85","46","68","66","0","132","0","132","0","132","Census Tract 1044.04, Los Angeles County, California"
"1400000US06037104500","246","78","235","77","0","132","0","132","0","132","0","132","0","132","12","20","0","132","0","132","0","132","40","49","0","132","0","132","0","132","0","132","9","14","30","40","8","13","0","132","72","54","0","132","64","63","11","18","Census Tract 1045, Los Angeles County, California"
"1400000US06037104610","293","87","273","87","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","18","31","10","16","0","132","10","18","0","132","36","44","59","56","32","37","73","55","35","40","20","30","Census Tract 1046.10, Los Angeles County, California"
"1400000US06037104620","271","68","271","68","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","67","54","0","132","19","23","0","132","0","132","14","21","0","132","12","21","72","52","55","40","32","36","0","132","0","132","Census Tract 1046.20, Los Angeles County, California"
"1400000US06037104701","681","71","681","71","0","132","0","132","0","132","42","48","22","26","16","27","21","34","22","33","46","40","31","36","51","49","40","37","27","40","21","33","31","35","61","56","101","84","80","51","16","19","0","132","53","39","0","132","Census Tract 1047.01, Los Angeles County, California"
"1400000US06037104703","334","69","334","69","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","59","53","24","37","129","61","122","61","0","132","0","132","0","132","Census Tract 1047.03, Los Angeles County, California"
"1400000US06037104704","347","100","347","100","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","18","27","0","132","8","15","0","132","0","132","7","11","0","132","0","132","8","14","97","71","105","60","73","66","31","37","0","132","Census Tract 1047.04, Los Angeles County, California"
"1400000US06037104810","348","119","326","119","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","28","45","0","132","24","40","0","132","116","78","32","47","97","75","29","47","22","34","Census Tract 1048.10, Los Angeles County, California"
"1400000US06037104821","380","89","371","88","0","132","0","132","0","132","11","16","0","132","0","132","0","132","0","132","0","132","0","132","11","18","0","132","0","132","0","132","14","20","18","30","60","57","70","60","137","81","31","36","19","24","9","15","Census Tract 1048.21, Los Angeles County, California"
"1400000US06037104822","349","72","349","72","0","132","0","132","8","14","25","24","45","37","0","132","0","132","22","34","0","132","0","132","0","132","13","20","0","132","0","132","0","132","22","32","6","10","32","35","113","54","37","34","26","31","0","132","Census Tract 1048.22, Los Angeles County, California"
"1400000US06037106010","62","33","62","33","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","40","26","11","17","11","18","0","132","Census Tract 1060.10, Los Angeles County, California"
"1400000US06037106020","168","79","147","78","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","12","0","132","14","22","11","16","8","14","0","132","106","72","21","25","Census Tract 1060.20, Los Angeles County, California"
"1400000US06037106111","252","107","205","100","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","14","0","132","0","132","100","89","96","60","47","54","Census Tract 1061.11, Los Angeles County, California"
"1400000US06037106112","115","64","100","59","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","16","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","17","8","13","0","132","49","48","21","26","15","22","Census Tract 1061.12, Los Angeles County, California"
"1400000US06037106113","131","69","131","69","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","15","0","132","23","36","0","132","0","132","0","132","0","132","29","38","14","21","0","132","57","48","0","132","Census Tract 1061.13, Los Angeles County, California"
"1400000US06037106114","743","116","724","118","0","132","0","132","0","132","0","132","11","17","0","132","0","132","0","132","11","17","10","15","9","15","0","132","9","14","44","45","67","54","19","23","40","32","263","108","133","81","68","54","40","48","19","16","Census Tract 1061.14, Los Angeles County, California"
"1400000US06037106403","120","74","104","77","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","47","57","45","52","12","20","16","24","Census Tract 1064.03, Los Angeles County, California"
"1400000US06037106405","444","120","444","120","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","31","41","13","20","0","132","40","62","20","32","34","51","0","132","122","81","52","50","101","83","31","34","0","132","Census Tract 1064.05, Los Angeles County, California"
"1400000US06037106406","186","104","186","104","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","81","83","0","132","0","132","0","132","26","43","0","132","62","47","17","27","0","132","Census Tract 1064.06, Los Angeles County, California"
"1400000US06037106407","404","106","387","111","0","132","16","28","2","6","17","26","0","132","26","23","16","26","9","18","0","132","0","132","0","132","0","132","0","132","32","27","5","16","45","39","16","27","66","58","73","52","4","9","60","61","17","27","Census Tract 1064.07, Los Angeles County, California"
"1400000US06037106408","682","95","672","96","0","132","0","132","0","132","0","132","9","14","22","35","0","132","0","132","0","132","0","132","48","47","0","132","9","15","0","132","25","39","53","40","111","70","171","92","124","74","78","67","22","32","10","15","Census Tract 1064.08, Los Angeles County, California"
"1400000US06037106510","321","94","321","94","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","16","63","67","177","72","67","59","6","11","0","132","Census Tract 1065.10, Los Angeles County, California"
"1400000US06037106520","355","114","307","106","0","132","0","132","0","132","0","132","0","132","9","14","0","132","0","132","0","132","0","132","0","132","23","26","0","132","0","132","26","43","39","30","11","16","32","50","31","39","69","66","67","59","48","59","Census Tract 1065.20, Los Angeles County, California"
"1400000US06037106603","35","40","35","40","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","14","26","36","0","132","Census Tract 1066.03, Los Angeles County, California"
"1400000US06037106604","646","120","646","120","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","19","31","0","132","24","39","9","16","0","132","11","17","10","15","128","90","27","28","208","102","75","60","77","85","58","64","0","132","Census Tract 1066.04, Los Angeles County, California"
"1400000US06037106641","41","47","13","24","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","24","28","37","Census Tract 1066.41, Los Angeles County, California"
"1400000US06037106642","94","61","84","58","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","19","31","25","40","0","132","40","33","10","15","Census Tract 1066.42, Los Angeles County, California"
"1400000US06037106643","34","32","34","32","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","21","0","132","21","25","0","132","Census Tract 1066.43, Los Angeles County, California"
"1400000US06037106645","66","53","53","47","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","20","0","132","0","132","0","132","0","132","13","21","0","132","0","132","12","18","15","24","13","21","Census Tract 1066.45, Los Angeles County, California"
"1400000US06037106646","75","57","75","57","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","21","0","132","33","46","24","28","5","12","0","132","Census Tract 1066.46, Los Angeles County, California"
"1400000US06037106648","366","79","366","79","0","132","0","132","0","132","0","132","16","26","0","132","24","27","0","132","0","132","21","35","0","132","0","132","17","26","52","47","15","24","43","41","21","31","65","35","39","31","28","31","25","40","0","132","Census Tract 1066.48, Los Angeles County, California"
"1400000US06037106649","69","49","56","47","0","132","0","132","0","132","0","132","0","132","0","132","0","132","6","10","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","19","38","41","0","132","13","21","Census Tract 1066.49, Los Angeles County, California"
"1400000US06037107010","194","88","194","88","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","82","60","49","56","29","34","34","52","0","132","Census Tract 1070.10, Los Angeles County, California"
"1400000US06037107020","335","107","320","106","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","14","0","132","0","132","55","71","76","61","26","42","105","84","50","45","15","14","Census Tract 1070.20, Los Angeles County, California"
"1400000US06037108101","54","41","54","41","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","7","13","0","132","0","132","0","132","0","132","0","132","0","132","0","132","47","39","0","132","Census Tract 1081.01, Los Angeles County, California"
"1400000US06037108102","187","92","143","85","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","28","37","0","132","0","132","9","13","106","76","44","47","Census Tract 1081.02, Los Angeles County, California"
"1400000US06037108103","66","61","66","61","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","14","21","0","132","52","61","0","132","Census Tract 1081.03, Los Angeles County, California"
"1400000US06037108104","8","14","8","14","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","14","0","132","0","132","Census Tract 1081.04, Los Angeles County, California"
"1400000US06037108201","144","68","116","63","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","116","63","28","34","Census Tract 1082.01, Los Angeles County, California"
"1400000US06037108202","410","132","342","117","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","22","35","56","59","30","36","92","63","142","97","68","62","Census Tract 1082.02, Los Angeles County, California"
"1400000US06037109100","69","74","69","74","0","132","0","132","0","132","33","52","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","36","55","0","132","0","132","0","132","Census Tract 1091, Los Angeles County, California"
"1400000US06037109200","156","75","156","75","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","88","62","37","50","31","36","0","132","Census Tract 1092, Los Angeles County, California"
"1400000US06037109300","115","69","97","68","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","14","88","68","18","26","Census Tract 1093, Los Angeles County, California"
"1400000US06037109400","242","92","223","93","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","17","0","132","11","17","0","132","0","132","0","132","0","132","37","55","130","69","34","38","19","22","Census Tract 1094, Los Angeles County, California"
"1400000US06037109500","426","95","392","92","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","26","31","32","41","57","46","0","132","180","79","35","42","57","58","5","9","34","32","Census Tract 1095, Los Angeles County, California"
"1400000US06037109601","229","105","222","104","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","20","34","12","18","0","132","0","132","11","21","18","29","1","11","127","84","33","48","7","11","Census Tract 1096.01, Los Angeles County, California"
"1400000US06037109603","524","105","524","105","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","16","18","10","15","10","15","72","55","90","79","100","76","69","63","90","53","67","63","0","132","Census Tract 1096.03, Los Angeles County, California"
"1400000US06037109604","136","63","125","63","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","16","28","38","21","28","47","49","7","13","0","132","12","15","0","132","0","132","0","132","11","17","Census Tract 1096.04, Los Angeles County, California"
"1400000US06037109700","258","90","258","90","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","15","0","132","0","132","14","22","0","132","0","132","0","132","0","132","0","132","0","132","26","29","23","25","54","48","132","77","0","132","Census Tract 1097, Los Angeles County, California"
"1400000US06037109800","330","85","318","85","11","18","0","132","0","132","0","132","14","21","0","132","0","132","0","132","0","132","0","132","12","21","0","132","0","132","0","132","0","132","0","132","13","20","74","63","68","60","62","59","64","40","12","19","Census Tract 1098, Los Angeles County, California"
"1400000US06037111100","271","72","271","72","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","21","33","0","132","0","132","0","132","0","132","17","29","0","132","75","64","72","57","41","45","45","38","0","132","Census Tract 1111, Los Angeles County, California"
"1400000US06037111201","172","99","163","98","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","47","46","35","51","81","69","9","14","Census Tract 1112.01, Los Angeles County, California"
"1400000US06037111202","549","124","549","124","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","15","0","132","0","132","10","16","24","25","153","84","59","53","168","104","125","87","0","132","Census Tract 1112.02, Los Angeles County, California"
"1400000US06037111204","37","31","26","26","0","132","0","132","0","132","5","10","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","16","0","132","0","132","11","17","11","18","Census Tract 1112.04, Los Angeles County, California"
"1400000US06037111205","508","120","508","120","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","21","0","132","0","132","13","22","107","68","14","21","277","102","84","66","0","132","Census Tract 1112.05, Los Angeles County, California"
"1400000US06037111206","127","110","74","73","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","16","26","0","132","58","67","53","82","Census Tract 1112.06, Los Angeles County, California"
"1400000US06037111301","1721","196","1699","198","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","41","68","0","132","51","78","0","132","9","16","46","46","40","58","104","77","38","47","501","144","319","117","404","137","146","92","22","26","Census Tract 1113.01, Los Angeles County, California"
"1400000US06037111302","743","131","724","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","31","50","0","132","0","132","65","55","119","77","237","113","130","94","129","71","13","20","19","30","Census Tract 1113.02, Los Angeles County, California"
"1400000US06037111400","1457","216","1457","216","0","132","68","92","13","22","53","64","0","132","14","23","0","132","0","132","0","132","0","132","24","26","13","20","0","132","98","88","18","31","109","83","135","98","314","153","258","150","287","156","53","45","0","132","Census Tract 1114, Los Angeles County, California"
"1400000US06037113101","85","69","44","48","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","28","29","16","37","41","47","Census Tract 1131.01, Los Angeles County, California"
"1400000US06037113102","14","22","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","14","22","Census Tract 1131.02, Los Angeles County, California"
"1400000US06037113211","176","84","139","83","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","17","19","8","13","5","9","109","81","37","33","Census Tract 1132.11, Los Angeles County, California"
"1400000US06037113212","385","95","385","95","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","17","0","132","58","44","84","46","118","64","115","81","0","132","Census Tract 1132.12, Los Angeles County, California"
"1400000US06037113213","535","123","481","118","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","19","0","132","0","132","0","132","0","132","0","132","28","27","21","25","100","53","68","39","130","81","122","73","54","38","Census Tract 1132.13, Los Angeles County, California"
"1400000US06037113231","281","76","281","76","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","17","148","61","22","27","12","18","88","69","0","132","Census Tract 1132.31, Los Angeles County, California"
"1400000US06037113232","212","96","183","95","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","18","76","63","0","132","70","75","26","25","29","33","Census Tract 1132.32, Los Angeles County, California"
"1400000US06037113233","1571","202","1538","201","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","18","0","132","37","37","93","87","85","59","65","59","211","105","427","140","338","127","199","93","72","67","33","38","Census Tract 1132.33, Los Angeles County, California"
"1400000US06037113234","744","140","744","140","0","132","0","132","0","132","7","10","10","17","34","33","0","132","0","132","0","132","0","132","0","132","23","36","11","18","20","34","13","20","124","69","45","43","212","103","173","91","42","38","30","33","0","132","Census Tract 1132.34, Los Angeles County, California"
"1400000US06037113235","136","79","136","79","0","132","0","132","0","132","0","132","0","132","0","132","0","132","30","45","0","132","0","132","0","132","10","17","0","132","0","132","0","132","0","132","0","132","13","21","30","49","20","26","33","39","0","132","Census Tract 1132.35, Los Angeles County, California"
"1400000US06037113237","196","70","186","69","0","132","0","132","0","132","4","10","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","27","42","3","11","74","65","78","72","10","17","Census Tract 1132.37, Los Angeles County, California"
"1400000US06037113301","105","57","105","57","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","27","44","0","132","0","132","78","44","0","132","Census Tract 1133.01, Los Angeles County, California"
"1400000US06037113303","176","80","176","80","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","48","54","0","132","0","132","0","132","11","17","0","132","0","132","15","23","17","19","21","33","34","39","30","25","0","132","Census Tract 1133.03, Los Angeles County, California"
"1400000US06037113321","1708","140","1708","140","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","52","82","14","21","34","41","0","132","29","32","0","132","149","104","181","118","486","163","378","137","311","154","74","59","0","132","Census Tract 1133.21, Los Angeles County, California"
"1400000US06037113322","124","72","86","67","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","22","28","64","61","38","32","Census Tract 1133.22, Los Angeles County, California"
"1400000US06037113401","459","139","443","141","0","132","0","132","0","132","14","12","9","14","14","18","0","132","27","45","0","132","9","15","0","132","0","132","27","42","0","132","37","43","31","35","16","20","0","132","25","39","146","86","88","75","16","19","Census Tract 1134.01, Los Angeles County, California"
"1400000US06037113421","1467","155","1467","155","0","132","14","24","0","132","15","24","13","20","16","26","0","132","0","132","45","64","28","33","0","132","0","132","74","59","51","54","0","132","57","54","41","39","454","145","204","117","329","126","126","85","0","132","Census Tract 1134.21, Los Angeles County, California"
"1400000US06037113422","952","164","945","165","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","38","60","0","132","0","132","15","26","0","132","46","67","74","66","128","88","382","169","110","60","64","73","88","61","7","12","Census Tract 1134.22, Los Angeles County, California"
"1400000US06037115101","113","69","104","68","0","132","0","132","0","132","9","14","27","43","8","13","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","15","0","132","0","132","0","132","8","12","0","132","43","56","9","15","Census Tract 1151.01, Los Angeles County, California"
"1400000US06037115103","108","79","108","79","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","54","53","0","132","0","132","0","132","54","58","0","132","0","132","Census Tract 1151.03, Los Angeles County, California"
"1400000US06037115104","1145","105","1121","107","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","40","48","0","132","56","65","0","132","51","58","0","132","75","66","8","12","310","103","235","119","273","108","73","63","24","29","Census Tract 1151.04, Los Angeles County, California"
